accordion	0.604	0.490	0.361
account	0.531	0.347	0.472
account	0.755	0.537	0.833
account	0.709	0.282	0.777
account	0.625	0.450	0.639
account	0.552	0.390	0.677
account	0.592	0.340	0.471
accredit	0.669	0.479	0.768
accret	0.448	0.519	0.672
accru	0.520	0.481	0.602
accueil	0.450	0.451	0.470
accumul	0.573	0.536	0.607
accumul	0.479	0.527	0.600
accuraci	0.604	0.481	0.802
accur	0.743	0.360	0.737
accur	0.135	0.745	0.345
accus	0.073	0.718	0.564
accus	0.198	0.755	0.482
accus	0.133	0.752	0.500
accus	0.130	0.670	0.420
accus	0.122	0.779	0.615
accus	0.156	0.745	0.324
accustom	0.542	0.365	0.441
ace	0.643	0.481	0.546
acet	0.333	0.420	0.519
acetylen	0.306	0.469	0.509
ach	0.146	0.760	0.312
achiev	0.816	0.545	0.843
achiev	0.896	0.519	0.775
achiev	0.896	0.808	0.759
ach	0.053	0.880	0.348
achi	0.167	0.840	0.373
acid	0.265	0.642	0.566
acid	0.156	0.663	0.360
acknowledg	0.786	0.370	0.661
acknowledg	0.714	0.443	0.765
acknowledg	0.819	0.539	0.830
acknowledg	0.796	0.528	0.777
acm	0.408	0.435	0.375
acn	0.167	0.474	0.308
acorn	0.448	0.198	0.192
acoust	0.542	0.462	0.536
acoust	0.611	0.330	0.509
acquaint	0.646	0.491	0.639
acquaint	0.656	0.290	0.670
acquaint	0.906	0.358	0.632
acquiesc	0.542	0.480	0.554
acquir	0.833	0.468	0.700
acquir	0.735	0.510	0.817
acquisit	0.698	0.509	0.736
acquisit	0.773	0.660	0.790
acquit	0.583	0.571	0.611
acquitt	0.760	0.497	0.700
acr	0.583	0.387	0.423
acreag	0.741	0.450	0.528
acr	0.510	0.363	0.500
acrobat	0.708	0.828	0.602
acryl	0.582	0.279	0.420
act	0.656	0.704	0.735
act	0.698	0.643	0.500
action	0.760	0.898	0.802
action figur	0.615	0.774	0.611
action	0.673	0.702	0.613
activ	0.764	0.650	0.806
activ	0.781	0.800	0.754
activ	0.847	0.730	0.731
activist	0.531	0.653	0.877
activ	0.701	0.660	0.807
actor	0.653	0.561	0.629
actress	0.633	0.556	0.596
actual	0.729	0.400	0.716
actual	0.750	0.464	0.600
actuari	0.510	0.404	0.491
acuiti	0.469	0.378	0.741
acumen	0.564	0.660	0.679
acupunctur	0.531	0.324	0.549
acut	0.427	0.652	0.534
acut	0.417	0.543	0.491
ad	0.521	0.705	0.558
adag	0.517	0.415	0.566
adam	0.344	0.529	0.575
adapt	0.740	0.355	0.551
adapt	0.735	0.423	0.641
adapt	0.663	0.365	0.609
add	0.728	0.490	0.554
ad	0.562	0.405	0.509
addendum	0.392	0.370	0.418
adder	0.388	0.461	0.588
addict	0.075	0.696	0.327
addict	0.156	0.712	0.483
addict	0.180	0.806	0.420
addict	0.302	0.683	0.472
addit	0.562	0.373	0.471
addit	0.673	0.462	0.526
addit	0.561	0.633	0.691
address	0.650	0.327	0.567
address	0.622	0.382	0.538
address	0.510	0.354	0.450
adept	0.594	0.539	0.789
adequaci	0.615	0.435	0.702
adequ	0.854	0.264	0.705
adher	0.633	0.339	0.554
adher	0.760	0.307	0.630
adher	0.561	0.385	0.555
adher	0.612	0.561	0.537
adh	0.521	0.445	0.586
adh	0.604	0.350	0.413
adieu	0.250	0.471	0.342
adipo	0.333	0.350	0.391
adjac	0.365	0.417	0.375
adjac	0.645	0.276	0.536
adject	0.570	0.316	0.569
adjoin	0.520	0.400	0.393
adjourn	0.385	0.456	0.475
adjourn	0.438	0.510	0.370
adjud	0.559	0.520	0.683
adjud	0.551	0.462	0.691
adjunct	0.459	0.440	0.426
adjust	0.647	0.327	0.638
adjust	0.510	0.540	0.760
adjust	0.590	0.520	0.661
adjuv	0.510	0.500	0.456
admin	0.688	0.420	0.854
administ	0.635	0.425	0.860
administr	0.625	0.404	0.786
administr	0.542	0.415	0.579
administr	0.538	0.480	0.902
admir	0.929	0.600	0.870
admir	0.844	0.490	0.847
admiralti	0.594	0.547	0.733
admir	0.969	0.583	0.726
admir	0.867	0.692	0.704
admir	0.917	0.560	0.815
admir	0.796	0.720	0.650
admir	0.867	0.578	0.629
admiss	0.802	0.580	0.602
admiss	0.780	0.528	0.642
admiss	0.802	0.415	0.732
admit	0.538	0.423	0.667
admitt	0.690	0.451	0.598
admit	0.720	0.490	0.767
admit	0.620	0.500	0.546
admixtur	0.450	0.375	0.438
admonit	0.357	0.606	0.455
ado	0.520	0.423	0.385
adob	0.500	0.319	0.328
adolesc	0.487	0.694	0.444
adolesc	0.781	0.680	0.509
adopt	0.694	0.612	0.701
adopt	0.625	0.566	0.589
adopt	0.531	0.469	0.520
ador	0.969	0.519	0.457
ador	0.885	0.699	0.708
ador	0.854	0.438	0.657
ador	0.885	0.620	0.717
adorn	0.910	0.424	0.482
adorn	0.918	0.373	0.377
adrenalin	0.865	0.920	0.786
adrenalin	0.765	0.965	0.825
adrift	0.398	0.486	0.230
adult	0.815	0.491	0.787
adult	0.188	0.865	0.370
adult	0.229	0.814	0.407
adulteri	0.120	0.922	0.510
adulthood	0.541	0.454	0.652
advanc	0.673	0.472	0.858
advanc	0.844	0.623	0.797
advanc	0.776	0.650	0.839
advanc	0.929	0.608	0.812
advantag	0.917	0.548	0.859
advantag	0.837	0.640	0.789
advent	0.665	0.560	0.627
adventur	0.917	0.857	0.710
adventur	0.781	0.839	0.868
adventur	0.812	0.764	0.749
adventur	0.969	0.898	0.722
adversari	0.349	0.777	0.457
adver	0.323	0.610	0.385
adver	0.276	0.760	0.538
adverti	0.500	0.529	0.580
adverti	0.600	0.566	0.539
adverti	0.622	0.608	0.632
advert	0.551	0.500	0.595
advic	0.698	0.408	0.688
advi	0.867	0.480	0.510
advi	0.760	0.393	0.705
advi	0.823	0.330	0.509
advi	0.698	0.235	0.655
advi	0.745	0.362	0.705
advisor	0.646	0.350	0.689
advisori	0.656	0.429	0.633
advocaci	0.500	0.646	0.731
advoc	0.551	0.530	0.818
aegi	0.490	0.439	0.462
aerat	0.550	0.500	0.433
aerial	0.615	0.461	0.463
aerob	0.708	0.771	0.627
aerodrom	0.541	0.740	0.678
aerodynam	0.561	0.724	0.728
aerodynam	0.590	0.663	0.722
aeronaut	0.551	0.633	0.688
aeroplan	0.714	0.642	0.644
aerospac	0.643	0.520	0.779
aesthet	0.708	0.442	0.526
aesthet	0.847	0.327	0.549
aetiolog	0.480	0.398	0.615
afar	0.396	0.373	0.358
affabl	0.704	0.380	0.452
affair	0.520	0.459	0.657
affect	0.458	0.569	0.578
affect	0.350	0.574	0.394
affect	0.898	0.559	0.696
affect	0.949	0.422	0.550
affect	0.760	0.547	0.655
affich	0.479	0.265	0.402
affidavit	0.469	0.584	0.526
affili	0.673	0.519	0.535
affili	0.615	0.594	0.500
affin	0.800	0.500	0.537
affirm	0.745	0.509	0.731
affirm	0.750	0.500	0.689
affirm	0.854	0.589	0.816
affirm	0.908	0.500	0.811
affix	0.438	0.335	0.411
afflict	0.302	0.555	0.293
afflict	0.271	0.500	0.167
afflict	0.294	0.635	0.392
affluenc	0.663	0.618	0.722
affluent	0.756	0.388	0.477
afford	0.571	0.580	0.575
afford	0.840	0.398	0.493
affront	0.327	0.740	0.547
affront	0.385	0.750	0.527
afield	0.594	0.370	0.373
afir	0.367	0.904	0.675
afloat	0.602	0.427	0.444
afor	0.500	0.337	0.382
afor	0.490	0.316	0.408
aforesaid	0.531	0.358	0.478
afraid	0.010	0.775	0.245
afresh	0.643	0.521	0.480
aft	0.480	0.417	0.518
afterlif	0.571	0.567	0.568
aftermath	0.312	0.449	0.444
afternoon	0.533	0.388	0.339
aftershav	0.406	0.384	0.415
aftertast	0.354	0.362	0.455
afterthought	0.396	0.392	0.349
aga	0.542	0.327	0.398
agap	0.612	0.529	0.464
agat	0.540	0.377	0.483
age	0.561	0.226	0.498
age	0.135	0.365	0.236
agenc	0.460	0.296	0.583
agenda	0.531	0.296	0.553
agent	0.480	0.439	0.755
agglom	0.450	0.765	0.509
aggrav	0.224	0.770	0.464
aggrav	0.079	0.760	0.430
aggrav	0.108	0.778	0.357
aggrav	0.257	0.794	0.640
aggrav	0.071	0.784	0.613
aggreg	0.730	0.378	0.556
aggreg	0.583	0.517	0.694
aggr	0.059	0.971	0.639
aggress	0.094	0.929	0.533
aggress	0.125	0.949	0.648
aggress	0.250	0.926	0.688
aggress	0.077	0.913	0.648
aggressor	0.146	0.948	0.823
agh	0.260	0.500	0.400
aghast	0.133	0.865	0.464
aghhh	0.281	0.635	0.243
agil	0.800	0.657	0.775
agil	0.720	0.702	0.815
age	0.214	0.255	0.284
agit	0.300	0.796	0.593
agit	0.444	0.882	0.491
agit	0.240	0.931	0.447
aglow	0.780	0.510	0.797
agnost	0.306	0.396	0.574
ago	0.317	0.280	0.404
agon	0.083	0.800	0.340
agoni	0.083	0.775	0.393
agoraphobia	0.127	0.712	0.438
agr	0.906	0.260	0.545
agreeabl	0.906	0.500	0.696
agr	0.797	0.449	0.574
agr	0.854	0.480	0.557
agreement	0.760	0.440	0.736
agress	0.083	0.918	0.751
agricultur	0.686	0.321	0.473
agricultur	0.640	0.357	0.465
aground	0.333	0.340	0.445
agua	0.598	0.180	0.436
ahead	0.708	0.520	0.673
ahhh	0.562	0.517	0.241
ahhhhhhhh	0.552	0.649	0.288
ahoy	0.500	0.497	0.380
aid	0.796	0.491	0.541
aid	0.724	0.342	0.434
aid	0.643	0.533	0.569
aid	0.561	0.480	0.500
ail	0.375	0.434	0.385
ail	0.094	0.518	0.153
ailment	0.146	0.734	0.277
aim	0.481	0.569	0.567
aimless	0.150	0.267	0.183
air	0.708	0.163	0.427
airbag	0.510	0.402	0.433
airborn	0.542	0.519	0.385
aircraft	0.646	0.644	0.691
aircraft carri	0.490	0.740	0.727
airfield	0.601	0.650	0.645
airhead	0.271	0.481	0.276
airlift	0.573	0.622	0.642
airlin	0.650	0.482	0.688
airlin	0.667	0.777	0.647
airlock	0.398	0.520	0.447
airman	0.587	0.716	0.721
airplan	0.719	0.702	0.708
airport	0.729	0.684	0.682
air	0.583	0.196	0.370
airship	0.542	0.472	0.529
airspac	0.562	0.510	0.640
airsp	0.583	0.780	0.544
airstrip	0.550	0.690	0.649
airtight	0.479	0.381	0.570
airway	0.638	0.585	0.482
aisl	0.438	0.222	0.283
ait	0.385	0.390	0.402
ajar	0.460	0.413	0.446
aka	0.459	0.358	0.351
akin	0.639	0.343	0.523
alabast	0.542	0.404	0.445
alarm	0.241	0.882	0.698
alarm clock	0.542	0.727	0.642
alarm	0.188	0.822	0.492
alarm	0.204	0.890	0.585
ala	0.571	0.310	0.279
alb	0.521	0.380	0.427
albatross	0.500	0.445	0.527
albino	0.500	0.240	0.358
album	0.635	0.349	0.453
alchemi	0.541	0.583	0.693
alcohol	0.323	0.667	0.377
alcohol	0.153	0.688	0.361
alcohol	0.061	0.779	0.407
alcov	0.490	0.340	0.356
alderman	0.550	0.459	0.691
ale	0.530	0.450	0.358
alert	0.479	0.820	0.648
alert	0.375	0.875	0.750
alert	0.337	0.804	0.673
alfalfa	0.546	0.250	0.311
algebra	0.440	0.340	0.565
algebra	0.531	0.412	0.441
algorithm	0.448	0.394	0.559
alia	0.541	0.353	0.333
alibi	0.396	0.528	0.556
alien	0.410	0.615	0.491
alien	0.247	0.500	0.523
alien	0.410	0.423	0.559
alien	0.378	0.530	0.462
alight	0.667	0.657	0.605
align	0.656	0.364	0.627
align	0.583	0.275	0.553
align	0.643	0.412	0.683
alik	0.653	0.173	0.444
aliment	0.781	0.551	0.602
alimoni	0.612	0.477	0.464
aliquot	0.440	0.310	0.404
aliv	0.816	0.637	0.731
alkali	0.490	0.350	0.408
alkaloid	0.433	0.562	0.402
allay	0.417	0.406	0.398
alleg	0.578	0.578	0.608
alleg	0.418	0.482	0.587
alleg	0.365	0.522	0.520
allegi	0.917	0.398	0.750
allegor	0.517	0.558	0.598
allegori	0.615	0.580	0.509
allegro	0.635	0.627	0.453
allerg	0.135	0.549	0.273
allergi	0.296	0.606	0.389
allevi	0.869	0.270	0.528
allevi	0.735	0.200	0.491
alley	0.347	0.500	0.355
alleyway	0.357	0.471	0.382
allianc	0.696	0.473	0.769
alli	0.714	0.245	0.642
allig	0.354	0.704	0.645
alloc	0.673	0.462	0.672
alloc	0.604	0.388	0.679
allot	0.622	0.481	0.616
allot	0.600	0.390	0.640
allow	0.698	0.429	0.538
allow	0.698	0.500	0.561
allow	0.673	0.382	0.591
allow	0.730	0.360	0.655
alloy	0.583	0.443	0.593
allsmil	0.786	0.528	0.430
allur	0.804	0.585	0.686
allur	0.837	0.745	0.843
allus	0.440	0.308	0.462
alluvi	0.323	0.490	0.491
alli	0.792	0.320	0.688
almanac	0.688	0.190	0.412
almighti	0.938	0.874	0.958
almond	0.698	0.183	0.314
aloft	0.771	0.373	0.700
aloha	0.698	0.440	0.441
alon	0.333	0.167	0.216
alongsid	0.458	0.333	0.347
aloof	0.189	0.423	0.302
aloud	0.458	0.713	0.750
alpha	0.708	0.340	0.755
alphabet	0.562	0.204	0.672
alphabet	0.537	0.296	0.535
alpin	0.594	0.337	0.474
alreadyyyyi	0.592	0.717	0.351
altar	0.724	0.387	0.635
altar boy	0.434	0.206	0.350
alter	0.333	0.694	0.654
alter	0.167	0.798	0.609
alterc	0.170	0.806	0.500
alter	0.255	0.765	0.500
altern	0.625	0.363	0.589
altern	0.480	0.494	0.542
altern	0.628	0.373	0.631
altimet	0.615	0.510	0.580
altitud	0.708	0.482	0.736
alto	0.656	0.404	0.730
altogeth	0.833	0.324	0.644
aluminum	0.449	0.280	0.434
alumnus	0.633	0.368	0.422
alveolar	0.469	0.481	0.367
alzheim	0.194	0.518	0.319
amalgam	0.438	0.333	0.510
amalgam	0.406	0.470	0.531
amaretto	0.543	0.551	0.375
amass	0.552	0.465	0.465
amateur	0.469	0.500	0.409
amaz	0.896	0.843	0.783
amaz	0.796	0.779	0.533
amaz	0.827	0.872	0.510
amaz	0.750	0.800	0.639
amaz	0.906	0.837	0.849
amaz	0.918	0.765	0.920
ambassador	0.651	0.529	0.917
amber	0.635	0.308	0.369
ambienc	0.735	0.356	0.426
ambient	0.625	0.360	0.582
ambigu	0.164	0.460	0.370
ambigu	0.265	0.462	0.358
ambit	0.479	0.380	0.386
ambit	0.510	0.804	0.661
ambiti	0.484	0.821	0.717
ambiv	0.510	0.404	0.482
ambrosia	0.571	0.452	0.480
ambul	0.500	0.750	0.609
ambush	0.281	0.830	0.500
amelior	0.770	0.548	0.747
amen	0.781	0.182	0.542
amen	0.448	0.410	0.406
amend	0.688	0.406	0.658
amend	0.531	0.459	0.606
amend	0.640	0.366	0.517
amen	0.750	0.327	0.574
amethyst	0.622	0.406	0.517
amiabl	0.847	0.290	0.483
amic	0.875	0.330	0.507
amid	0.510	0.340	0.256
amidst	0.480	0.330	0.316
amino	0.551	0.402	0.433
ammo	0.323	0.765	0.621
ammonia	0.292	0.587	0.409
ammonium	0.354	0.396	0.368
ammunit	0.338	0.635	0.667
amnesia	0.296	0.330	0.308
amnesti	0.551	0.451	0.814
amor	0.844	0.670	0.636
amorph	0.327	0.402	0.349
amort	0.592	0.491	0.522
amount	0.562	0.422	0.649
amour	0.865	0.480	0.652
amp	0.439	0.393	0.375
ampersand	0.480	0.448	0.483
amphetamin	0.133	0.667	0.526
amphibian	0.427	0.357	0.474
amphibi	0.479	0.346	0.445
amphitheat	0.653	0.480	0.545
ampl	0.744	0.349	0.719
amplif	0.690	0.677	0.810
amplifi	0.677	0.735	0.827
amplitud	0.694	0.439	0.692
ampli	0.781	0.431	0.766
amput	0.092	0.660	0.509
amput	0.100	0.755	0.483
amuck	0.385	0.602	0.321
amulet	0.781	0.260	0.630
amus	0.812	0.684	0.664
amus	0.942	0.847	0.596
amus	0.929	0.837	0.803
amus	0.960	0.829	0.632
ana	0.541	0.300	0.314
anaconda	0.146	0.830	0.540
anaesthesia	0.350	0.217	0.473
anaesthet	0.449	0.268	0.509
anagram	0.552	0.327	0.449
anal	0.333	0.798	0.334
analg	0.417	0.321	0.441
analog	0.531	0.270	0.500
analogu	0.570	0.320	0.446
analog	0.510	0.367	0.509
analysi	0.729	0.448	0.705
analyst	0.604	0.415	0.755
analyt	0.665	0.521	0.634
analyt	0.625	0.324	0.800
analyz	0.667	0.462	0.710
analyz	0.625	0.556	0.854
anaphylact	0.378	0.588	0.500
anarch	0.125	0.804	0.623
anarchist	0.204	0.700	0.759
anarchi	0.146	0.755	0.620
anastomosi	0.375	0.470	0.490
anathema	0.286	0.490	0.519
anatom	0.562	0.442	0.546
anatomi	0.562	0.390	0.571
ancestor	0.592	0.388	0.594
ancestr	0.640	0.481	0.750
ancestri	0.708	0.519	0.717
anchor	0.520	0.284	0.564
anchorag	0.500	0.325	0.639
ancient	0.420	0.217	0.439
ancillari	0.449	0.442	0.278
androgen	0.255	0.523	0.527
android	0.663	0.436	0.500
anecdot	0.583	0.529	0.500
anemia	0.188	0.327	0.310
anem	0.167	0.279	0.155
anemon	0.552	0.538	0.327
anesthesia	0.365	0.216	0.394
anesthesiologist	0.419	0.224	0.526
anesthet	0.350	0.264	0.482
aneurysm	0.115	0.690	0.536
anew	0.771	0.358	0.385
angel	0.906	0.158	0.704
angel	0.927	0.298	0.668
anger	0.167	0.865	0.657
anger	0.010	0.860	0.547
angermanag	0.260	0.632	0.482
angina	0.230	0.630	0.464
angiogram	0.347	0.520	0.465
angiographi	0.378	0.536	0.520
angl	0.541	0.330	0.455
angl	0.625	0.408	0.500
angora	0.529	0.425	0.405
angriest	0.094	0.892	0.430
angri	0.122	0.830	0.604
angrytweet	0.265	0.644	0.471
angst	0.167	0.888	0.333
anguish	0.153	0.792	0.265
anguish	0.135	0.720	0.307
angular	0.449	0.281	0.444
anhydr	0.456	0.365	0.355
anim	0.521	0.510	0.513
anim	0.827	0.755	0.635
anim	0.823	0.676	0.538
anim	0.888	0.750	0.549
animo	0.510	0.724	0.545
animus	0.698	0.676	0.466
ankl	0.500	0.274	0.234
anklet	0.410	0.276	0.302
annal	0.427	0.610	0.424
annex	0.594	0.350	0.458
annex	0.342	0.500	0.555
annex	0.584	0.350	0.392
annihil	0.115	0.918	0.681
annihil	0.080	0.760	0.324
annihil	0.041	0.800	0.591
anniversari	0.880	0.770	0.723
annot	0.592	0.469	0.441
annot	0.604	0.470	0.619
announc	0.694	0.618	0.611
announc	0.729	0.491	0.482
announc	0.602	0.570	0.732
annoy	0.094	0.765	0.286
annoy	0.167	0.718	0.342
annoy	0.104	0.783	0.345
annoyin	0.260	0.573	0.352
annoy	0.082	0.853	0.348
annoy	0.146	0.778	0.435
annual	0.552	0.236	0.500
annuiti	0.521	0.304	0.527
annul	0.250	0.448	0.364
annular	0.310	0.385	0.412
annul	0.153	0.375	0.447
annulus	0.458	0.380	0.376
anoint	0.500	0.368	0.579
anoint	0.653	0.350	0.547
anom	0.281	0.480	0.423
anomali	0.188	0.538	0.404
anon	0.479	0.354	0.298
anonym	0.469	0.255	0.430
anonym	0.396	0.291	0.431
anorex	0.160	0.618	0.245
answer	0.537	0.373	0.661
answer	0.708	0.481	0.750
answer	0.684	0.500	0.607
ant	0.448	0.216	0.216
antagon	0.224	0.618	0.524
antagonist	0.240	0.615	0.700
antagonist	0.296	0.604	0.565
antagon	0.143	0.663	0.629
ant	0.448	0.320	0.417
antec	0.427	0.551	0.566
antelop	0.542	0.510	0.500
antenna	0.521	0.327	0.358
anterior	0.510	0.245	0.362
anthem	0.780	0.343	0.729
anthil	0.327	0.578	0.377
antholog	0.338	0.406	0.537
anthrax	0.188	0.730	0.500
anthropolog	0.367	0.390	0.490
anthropologist	0.551	0.385	0.725
anthropolog	0.490	0.367	0.582
anti	0.365	0.412	0.384
antiaircraft	0.330	0.622	0.629
antibiot	0.510	0.373	0.658
antibiot	0.448	0.406	0.557
antichrist	0.082	0.837	0.544
anticip	0.622	0.469	0.667
anticip	0.698	0.539	0.711
anticipatori	0.653	0.551	0.682
antic	0.448	0.740	0.236
antidot	0.541	0.490	0.629
antifung	0.408	0.412	0.441
antigrav	0.430	0.714	0.658
antimoni	0.378	0.398	0.490
antipathi	0.198	0.549	0.393
antiquarian	0.500	0.233	0.426
antiqu	0.420	0.392	0.236
antiqu	0.634	0.290	0.518
antiqu	0.540	0.370	0.595
antiqu	0.385	0.333	0.556
antisept	0.438	0.370	0.623
antisoci	0.146	0.686	0.391
antithesi	0.396	0.412	0.536
antithet	0.271	0.509	0.358
antivir	0.459	0.470	0.549
antler	0.448	0.470	0.500
antsi	0.449	0.558	0.417
anus	0.347	0.644	0.350
anvil	0.380	0.510	0.604
anxieti	0.146	0.865	0.342
anxietyattack	0.150	0.925	0.446
anxious	0.281	0.875	0.434
anxious	0.235	0.814	0.282
anytim	0.625	0.461	0.436
aorta	0.448	0.510	0.542
aortic	0.436	0.540	0.438
apac	0.536	0.500	0.536
apach	0.687	0.469	0.500
apart	0.719	0.393	0.580
apart	0.704	0.337	0.443
apathet	0.188	0.292	0.333
apathi	0.184	0.212	0.204
ape	0.548	0.389	0.336
apertur	0.612	0.450	0.667
apex	0.570	0.433	0.418
aphid	0.388	0.473	0.407
aphrodisiac	0.750	0.846	0.667
apiec	0.439	0.259	0.383
aplomb	0.500	0.509	0.582
apocalyp	0.050	0.867	0.736
apocalypt	0.173	0.880	0.750
apologet	0.479	0.461	0.571
apologist	0.406	0.429	0.526
apolog	0.551	0.378	0.389
apolog	0.571	0.346	0.402
apostasi	0.388	0.520	0.517
apost	0.342	0.500	0.528
apostl	0.646	0.347	0.732
apostol	0.592	0.300	0.717
apostroph	0.469	0.368	0.537
apothecari	0.561	0.328	0.529
appal	0.194	0.792	0.562
appal	0.160	0.827	0.415
apparatus	0.375	0.353	0.377
apparel	0.698	0.435	0.453
appar	0.473	0.383	0.398
appar	0.531	0.410	0.426
apparit	0.406	0.573	0.636
appeal	0.663	0.598	0.558
appear	0.735	0.506	0.567
appear	0.669	0.490	0.534
appea	0.633	0.278	0.434
appel	0.327	0.588	0.568
append	0.573	0.464	0.453
appendag	0.229	0.382	0.438
appendectomi	0.177	0.670	0.554
append	0.031	0.640	0.347
appendix	0.365	0.387	0.425
appetit	0.704	0.637	0.581
appet	0.755	0.560	0.406
appet	0.806	0.657	0.688
applaud	0.865	0.824	0.464
applaus	0.953	0.857	0.621
appl	0.811	0.300	0.264
apple ju	0.765	0.204	0.294
applejack	0.604	0.431	0.473
applesauc	0.750	0.167	0.291
applianc	0.582	0.453	0.538
applianc	0.594	0.394	0.567
applic	0.677	0.490	0.741
applic	0.469	0.430	0.667
applic	0.612	0.558	0.688
applic	0.646	0.445	0.726
appli	0.612	0.321	0.667
appoint	0.565	0.330	0.509
appoint	0.688	0.594	0.547
appoint	0.745	0.677	0.625
apport	0.677	0.490	0.638
apport	0.552	0.481	0.453
apprai	0.417	0.667	0.682
apprai	0.677	0.490	0.696
appreci	0.873	0.491	0.778
appreci	0.885	0.422	0.741
appreci	0.910	0.434	0.779
appreci	0.765	0.500	0.656
appreci	0.917	0.529	0.588
appreci	0.857	0.380	0.654
apprehend	0.521	0.624	0.696
apprehen	0.385	0.720	0.454
apprehen	0.406	0.592	0.431
apprent	0.615	0.413	0.452
apprenticeship	0.812	0.482	0.643
approach	0.612	0.392	0.610
approach	0.740	0.557	0.491
approb	0.646	0.590	0.860
approb	0.792	0.529	0.774
appropri	0.833	0.368	0.759
appropri	0.510	0.632	0.717
approv	0.854	0.460	0.889
approv	0.875	0.548	0.741
approv	0.833	0.349	0.698
approv	0.880	0.625	0.780
approv	0.917	0.583	0.773
approxim	0.551	0.560	0.520
approxim	0.622	0.396	0.538
approxim	0.583	0.615	0.471
approxim	0.582	0.402	0.593
appurten	0.573	0.412	0.547
apricot	0.708	0.320	0.278
apron	0.582	0.208	0.245
apt	0.582	0.418	0.382
aptitud	0.750	0.471	0.746
aqua	0.656	0.292	0.359
aquamarin	0.729	0.306	0.413
aquarium	0.663	0.327	0.393
